EU_CD Vatten	Namn Vatten	Huvudavrinningsområde	Län	Kommun(er)	Myndighet	Distrikt	Åtgärdsområde	Vattenkategori	Vattnet är vattenförekomst/övrigt vatten	Allmänna uppgifter	Vattentyp - Sjö	Vattenkategori	Limnisk ekoregion/Kustvattentyp	Djupkategori	Yta	Färg (Humus)	Bakgrundsalkalinitet
SE729815-172194	Östra Muskusträsket	Piteälven - SE13000	Norrbotten - 25	Älvsbyn - 2560	SE1	SE1	Piteälven med kustvatten	LW	Vattenförekomst	NV(F)	S3DSNN	S	3	D	S	N	N
SE729608-172053	Sör-Vistträsket	Piteälven - SE13000	Norrbotten - 25	Älvsbyn - 2560	SE1	SE1	Piteälven med kustvatten	LW	Vattenförekomst	NV(F)	S3DSNN	S	3	D	S	N	N
SE732355-180555	Vitåfjärden	Vitån - SE6000	Norrbotten - 25	Luleå - 2580	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE732654-179542	Andträsket	Kustområde - SE6007	Norrbotten - 25	Luleå - 2580	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Vattenförekomst	NV(F)	S3SSNN	S	3	S	S	N	N
SE732778-178555	Pålträsket	Kustområde - SE7008	Norrbotten - 25	Luleå - 2580	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE732806-180052	Sladan	Vitån - SE6000	Norrbotten - 25	Luleå - 2580	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE730072-176474	Västmarksträsket	Alån - SE10000	Norrbotten - 25	Boden - 2582, Luleå - 2580	SE1	SE1	Fyrkanten med kustvatten	LW	Vattenförekomst	NV(F)	S3SSNN	S	3	S	S	N	N
SE729667-176059	Hollsvattnet	Alån - SE10000	Norrbotten - 25	Boden - 2582, Luleå - 2580	SE1	SE1	Fyrkanten med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE729123-175422	Bredträsket	Alterälven - SE12000	Norrbotten - 25	Piteå - 2581	SE1	SE1	Fyrkanten med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE728484-171953	Bastaträsket	Piteälven - SE13000	Norrbotten - 25	Piteå - 2581	SE1	SE1	Piteälven med kustvatten	LW	Vattenförekomst	NV(F)	S3DSNN	S	3	D	S	N	N
SE727212-172882	Maniträsket	Lillpiteälven - SE14000	Norrbotten - 25	Piteå - 2581	SE1	SE1	Piteälven med kustvatten	LW	Vattenförekomst	NV(F)	S3DSNN	S	3	D	S	N	N
SE727017-169286	Stor-Gäddträsket	Byskeälven - SE18000	Norrbotten - 25	Piteå - 2581	SE1	SE1	Åby-, Byske- och Kågeälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE726738-168723	Gråträsket	Byskeälven - SE18000	Norrbotten - 25	Piteå - 2581	SE1	SE1	Åby-, Byske- och Kågeälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE726801-168415	Metträsket	Byskeälven - SE18000	Norrbotten - 25	Piteå - 2581	SE1	SE1	Åby-, Byske- och Kågeälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE725950-170943	Stor-Långträsket	Byskeälven - SE18000	Norrbotten - 25	Piteå - 2581	SE1	SE1	Åby-, Byske- och Kågeälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSYN	S	2	D	S	Y	N
SE735635-172734	Finnselet	Luleälven - SE9000	Norrbotten - 25	Boden - 2582, Jokkmokk - 2510	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Vattenförekomst	KMV(F)	S3DSYN	S	3	D	S	Y	N
SE736404-173638	Missjöträsket	Luleälven - SE9000	Norrbotten - 25	Boden - 2582	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Vattenförekomst	NV(F)	S3DSYN	S	3	D	S	Y	N
SE736202-176741	Grundträsket	Råneälven - SE7000	Norrbotten - 25	Boden - 2582	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE736201-173270	Bredträsket	Luleälven - SE9000	Norrbotten - 25	Boden - 2582	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Vattenförekomst	NV(F)	S3DSYN	S	3	D	S	Y	N
SE734693-174985	Sandträsket	Luleälven - SE9000	Norrbotten - 25	Boden - 2582	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE734506-177152	Överstbyträsket	Råneälven - SE7000	Norrbotten - 25	Boden - 2582	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE734623-177819	Gunnars-Djupträsket	Råneälven - SE7000	Norrbotten - 25	Boden - 2582	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Vattenförekomst	NV(F)	S3SSNN	S	3	S	S	N	N
SE734790-174363	Svanisträsket	Luleälven - SE9000	Norrbotten - 25	Boden - 2582	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Vattenförekomst	NV(F)	S3SSNN	S	3	S	S	N	N
SE731707-176853	Buddbyträsket	Luleälven - SE9000	Norrbotten - 25	Boden - 2582	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE731825-173260	Junkerträsket	Piteälven - SE13000	Norrbotten - 25	Boden - 2582	SE1	SE1	Piteälven med kustvatten	LW	Vattenförekomst	NV(F)	S3DSNN	S	3	D	S	N	N
SE731806-173782	Norrsjön	Alterälven - SE12000	Norrbotten - 25	Boden - 2582	SE1	SE1	Fyrkanten med kustvatten	LW	Vattenförekomst	NV(F)	S3DSNN	S	3	D	S	N	N
SE731757-173592	Åkerholmsträsket	Alterälven - SE12000	Norrbotten - 25	Boden - 2582	SE1	SE1	Fyrkanten med kustvatten	LW	Vattenförekomst	NV(F)	S3SSNN	S	3	S	S	N	N
SE734621-185164	Korpijärvi	Sangisälven - SE3000	Norrbotten - 25	Haparanda - 2583	SE1	SE1	Sangisälvens och Keräsjoki med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE734563-184898	Rutajärvi	Sangisälven - SE3000	Norrbotten - 25	Haparanda - 2583	SE1	SE1	Sangisälvens och Keräsjoki med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE734312-184737	Lappträsket	Sangisälven - SE3000	Norrbotten - 25	Haparanda - 2583	SE1	SE1	Sangisälvens och Keräsjoki med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE733980-186672	Leipijärvi	Keräsjoki - SE2000	Norrbotten - 25	Haparanda - 2583	SE1	SE1	Sangisälvens och Keräsjoki med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE763830-169834	Rautojauret	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S1DSNN	S	1	D	S	N	N
SE763946-170822	Suolujärvi	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S1DSNN	S	1	D	S	N	N
SE763719-170852	Pitkäjärvi	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S1DSNN	S	1	D	S	N	N
SE761041-169722	Tsåutsojaure	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S1DSNN	S	1	D	S	N	N
SE760832-177460	Kaarevuopio	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE760742-171048	Tavvajaure	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE759395-176022	Ruoksujärvi	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE759257-169869	Vassejaure	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S1SSNN	S	1	S	S	N	N
SE759342-178014	Ruodosjärvi	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE759238-168845	Vuomajaure	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S1DSNN	S	1	D	S	N	N
SE759268-179270	Paittasjärvi	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S2SSNN	S	2	S	S	N	N
SE757800-177847	Venejärvi	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE757508-167797	Korttojärvi	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE757516-171415	Rienakjärvi	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE757454-176774	Paljasjärvi	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSYN	S	2	D	S	Y	N
SE756449-170971	Vittangijärvi	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DLNN	S	2	D	L	N	N
SE756551-171691	Sekkujärvi	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSYN	S	2	D	S	Y	N
SE756546-169870	Harrekutjaure	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S2SSNN	S	2	S	S	N	N
SE756536-167033	Harrejaure	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE755462-165486	Kuolasjaure	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE754695-169231	Alanen Vuolusjärvi	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE755150-175470	Jorvajärvi	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE753762-167100	Majaure	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE753115-171080	Jukkasjärvi	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DLNN	S	2	D	L	N	N
SE753396-176843	Pasmajärvi	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE753316-177055	Vaikkojärvi	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE669687-132276	Ryggsjön	Göta älv - SE108000	Värmland - 17	Torsby - 1737	SE5	SE5	Norsälven	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE669598-132295	Backsjön	Göta älv - SE108000	Värmland - 17	Torsby - 1737	SE5	SE5	Norsälven	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE669543-132254	Gransjön	Göta älv - SE108000	Värmland - 17	Torsby - 1737	SE5	SE5	Norsälven	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE669490-132390	Hotlamm	Göta älv - SE108000	Värmland - 17	Torsby - 1737	SE5	SE5	Norsälven	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE656964-128259	Ramsbytjärn	Göta älv - SE108000	Västra Götaland - 14	Bengtsfors - 1460	SE5	SE5	Upperudsälven	LW	Vattenförekomst	NV(F)	S6SSYN	S	6	S	S	Y	N
SE656804-128027	Motjärn	Göta älv - SE108000	Västra Götaland - 14	Bengtsfors - 1460	SE5	SE5	Upperudsälven	LW	Vattenförekomst	NV(F)	S6DSYN	S	6	D	S	Y	N
SE656545-128061	Bottensjön	Göta älv - SE108000	Västra Götaland - 14	Bengtsfors - 1460, Dals-Ed - 1438	SE5	SE5	Upperudsälven	LW	Vattenförekomst	NV(F)	S6DSYN	S	6	D	S	Y	N
SE658749-136966	Sundstadstjärnet	Göta älv - SE108000	Värmland - 17	Karlstad - 1780	SE5	SE5	Klarälven	LW	Vattenförekomst	NV(F)	S6SSNN	S	6	S	S	N	N
SE647967-137388	Eggbysjön	Göta älv - SE108000	Västra Götaland - 14	Skara - 1495	SE5	SE5	Lidan	LW	Vattenförekomst	NV(F)	S6DSYY	S	6	D	S	Y	Y
SE651686-130685	Gösjön	Göta älv - SE108000	Västra Götaland - 14	Mellerud - 1461	SE5	SE5	Dalbergså och Holmsån	LW	Vattenförekomst	NV(F)	S6SSYN	S	6	S	S	Y	N
SE659362-130736	Älmheds-Långtjärnen	Göta älv - SE108000	Värmland - 17	Årjäng - 1765	SE5	SE5	Byälven	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE659764-131492	Rödvattnet	Göta älv - SE108000	Värmland - 17	Arvika - 1784	SE5	SE5	Byälven	LW	Vattenförekomst	NV(F)	S6DSNN	S	6	D	S	N	N
SE648138-137420	Ämten	Göta älv - SE108000	Västra Götaland - 14	Skara - 1495	SE5	SE5	Sjöråsån, Mariedalsån och Öredalsån	LW	Vattenförekomst	NV(F)	S6DSYY	S	6	D	S	Y	Y
SE656377-127113	Nössjö	Göta älv - SE108000	Västra Götaland - 14	Dals-Ed - 1438	SE5	SE5	Upperudsälven	LW	Vattenförekomst	NV(F)	S6DSNN	S	6	D	S	N	N
SE655180-127629	Bengtsvikevattnet	Göta älv - SE108000	Västra Götaland - 14	Dals-Ed - 1438	SE5	SE5	Upperudsälven	LW	Vattenförekomst	NV(F)	S6DSYN	S	6	D	S	Y	N
SE652950-130404	Glycksjön	Göta älv - SE108000	Västra Götaland - 14	Bengtsfors - 1460, Mellerud - 1461	SE5	SE5	Upperudsälven	LW	Vattenförekomst	NV(F)	S6DSNN	S	6	D	S	N	N
SE655057-127267	Husetjärn	Göta älv - SE108000	Västra Götaland - 14	Dals-Ed - 1438	SE5	SE5	Upperudsälven	LW	Vattenförekomst	NV(F)	S6DSYN	S	6	D	S	Y	N
SE655139-127176	Rösvattnet	Göta älv - SE108000	Västra Götaland - 14	Dals-Ed - 1438	SE5	SE5	Upperudsälven	LW	Vattenförekomst	NV(F)	S6DSYN	S	6	D	S	Y	N
SE649626-128407	Kuserudssjön	Göta älv - SE108000	Västra Götaland - 14	Färgelanda - 1439	SE5	SE5	Dalbergså och Holmsån	LW	Vattenförekomst	NV(F)	S6SSYN	S	6	S	S	Y	N
SE643143-138037	Sandhemssjön	Göta älv - SE108000	Jönköping - 06	Mullsjö - 0642	SE5	SE5	Tidan	LW	Vattenförekomst	NV(F)	S7DSYN	S	7	D	S	Y	N
SE642253-138558	Mullsjön	Göta älv - SE108000	Jönköping - 06	Mullsjö - 0642	SE5	SE5	Tidan	LW	Vattenförekomst	NV(F)	S7DSNN	S	7	D	S	N	N
SE669237-138475	Stensjön	Göta älv - SE108000	Värmland - 17	Hagfors - 1783	SE5	SE5	Klarälven	LW	Vattenförekomst	NV(F)	S2DSYN	S	2	D	S	Y	N
SE690304-131785	Grötvallsjön	Göta älv - SE108000	Dalarna - 20	Älvdalen - 2039	SE2	SE5	Klarälven	LW	Vattenförekomst	NV(F)	S1DSYN	S	1	D	S	Y	N
SE691490-133295	Lill-Tandsjön	Göta älv - SE108000	Jämtland - 23	Härjedalen - 2361	SE2	SE5	Klarälven	LW	Vattenförekomst	NV(R)	S2DSNN	S	2	D	S	N	N
SE692094-132274	Nybodtjärnen	Göta älv - SE108000	Jämtland - 23	Härjedalen - 2361	SE2	SE5	Klarälven	LW	Vattenförekomst	NV(R)	S2DSNN	S	2	D	S	N	N
SE692191-132296	Nybodtjärnen	Göta älv - SE108000	Jämtland - 23	Härjedalen - 2361	SE2	SE5	Klarälven	LW	Vattenförekomst	NV(R)	S2DSNN	S	2	D	S	N	N
SE732692-148446	Kåtavan	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE717828-159274	Södra Saddijaur	Öreälven - SE30000	Västerbotten - 24	Lycksele - 2481	SE1	SE1	Södra Västerbotten med kustvatten	LW	Vattenförekomst	NV(F)	S2SSNN	S	2	S	S	N	N
SE719641-163152	Österavan	Umeälven - SE28000	Västerbotten - 24	Lycksele - 2481	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE728351-150622	Laukasjön	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE724510-160130	Aspuddselet	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE749354-172252	Kukasjärvi	Kalixälven - SE4000	Norrbotten - 25	Gällivare - 2523	SE1	SE1	Kalix- och Töreälvens med kustvatten	LW	Vattenförekomst	NV(F)	S2SSNN	S	2	S	S	N	N
SE740723-156308	Padjesavon	Piteälven - SE13000	Norrbotten - 25	Arjeplog - 2506	SE1	SE1	Piteälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE727395-164206	Holmträsket	Byskeälven - SE18000	Norrbotten - 25	Arvidsjaur - 2505	SE1	SE1	Åby-, Byske- och Kågeälven med kustvatten	LW	Vattenförekomst	NV(F)	S2SSNN	S	2	S	S	N	N
SE742744-182047	Vankajärvi	Kalixälven - SE4000	Norrbotten - 25	Pajala - 2521	SE1	SE1	Kalix- och Töreälvens med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE753826-167117	Stuor Vuonas	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE733401-176528	Sör-Altervattnet	Luleälven - SE9000	Norrbotten - 25	Boden - 2582	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Preliminär vattenförekomst	NV(R)	S3SSYN	S	3	S	S	Y	N
SE733407-162298	Luobbeln	Piteälven - SE13000	Norrbotten - 25	Arjeplog - 2506	SE1	SE1	Piteälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE727870-163800	Skidträsket	Byskeälven - SE18000	Norrbotten - 25	Arvidsjaur - 2505	SE1	SE1	Åby-, Byske- och Kågeälven med kustvatten	LW	Vattenförekomst	NV(F)	S2SSNN	S	2	S	S	N	N
SE727681-170589	Bastaträsket	Lillpiteälven - SE14000	Norrbotten - 25	Piteå - 2581	SE1	SE1	Piteälven med kustvatten	LW	Preliminär vattenförekomst	NV(R)	S2SSNN	S	2	S	S	N	N
SE726622-156795	Geristräsket	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2SSNN	S	2	S	S	N	N
SE737863-148969	Verdejaure	Umeälven - SE28000	Norrbotten - 25	Arjeplog - 2506	SE1	SE1	Skellefteälven med kustvatten;Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S1DSNN	S	1	D	S	N	N
SE737631-150925	EJ NAMNGIVEN	Umeälven - SE28000	Norrbotten - 25	Arjeplog - 2506	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S1DSNN	S	1	D	S	N	N
SE720187-165034	Löparsjöarna	Umeälven - SE28000	Västerbotten - 24	Lycksele - 2481	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSYN	S	2	D	S	Y	N
SE730046-155782	Luossejaure	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2SSNN	S	2	S	S	N	N
SE729773-150703	Garnoken	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE729716-150100	Vatjosjön	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE729117-154634	Renträsket	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE729038-150134	Giemtsjön	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE728951-151757	Atjeken	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE727540-156556	Stora Kåtaträsket	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2SSNN	S	2	S	S	N	N
SE717683-164542	Lill-Holmträsket	Umeälven - SE28000	Västerbotten - 24	Lycksele - 2481	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSYN	S	2	D	S	Y	N
SE726613-151884	Nedre Lumnien	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE723333-162160	Murpejaure	Umeälven - SE28000	Västerbotten - 24	Malå - 2418	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S2SSYN	S	2	S	S	Y	N
SE716304-159065	Lövträsket	Öreälven - SE30000	Västerbotten - 24	Lycksele - 2481, Vilhelmina - 2462	SE1	SE1	Södra Västerbotten med kustvatten	LW	Vattenförekomst	NV(F)	S2DSYN	S	2	D	S	Y	N
SE716138-169344	Torrträsket	Sävarån - SE26000	Västerbotten - 24	Vindeln - 2404	SE1	SE1	Mellanbygden med kustvatten	LW	Vattenförekomst	NV(F)	S2DSYN	S	2	D	S	Y	N
SE713577-171514	Höträsket	Sävarån - SE26000	Västerbotten - 24	Umeå - 2480	SE1	SE1	Mellanbygden med kustvatten	LW	Vattenförekomst	NV(F)	S3DSYN	S	3	D	S	Y	N
SE709505-171338	Piparbölessjön	Umeälven - SE28000	Västerbotten - 24	Umeå - 2480	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE709338-169967	Brånsjön	Umeälven - SE28000	Västerbotten - 24	Vännäs - 2460	SE1	SE1	Ume- och Vindelälven med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE708265-168340	Hörnsjön	Hörnån - SE29000	Västerbotten - 24	Nordmaling - 2401	SE1	SE1	Södra Västerbotten med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE707278-168990	Gvorrsjön	Öreälven - SE30000	Västerbotten - 24	Nordmaling - 2401	SE1	SE1	Södra Västerbotten med kustvatten	LW	Vattenförekomst	NV(F)	S3SSYN	S	3	S	S	Y	N
SE764939-169666	Rauskajaureh H.661	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S1DSNN	S	1	D	S	N	N
SE764891-169404	Rauskajaureh	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S1DSNN	S	1	D	S	N	N
SE764552-171707	Veivijärvi	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE764350-170008	Peikasjaureh	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S1DSNN	S	1	D	S	N	N
SE740850-160680	Storselet	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE740878-164101	Pälkasjaure	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	SE1	SE1	Råne-Luleälvens med kustvatten	LW	Preliminär vattenförekomst	NV(R)	S2DSNN	S	2	D	S	N	N
SE761131-168808	Päkkejaure	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S1DSNN	S	1	D	S	N	N
SE745896-168871	Iso Svierkkujärvi	Kalixälven - SE4000	Norrbotten - 25	Gällivare - 2523	SE1	SE1	Kalix- och Töreälvens med kustvatten	LW	Vattenförekomst	NV(F)	S2SSYN	S	2	S	S	Y	N
SE755942-177381	Viikusjärvi	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S2SSNN	S	2	S	S	N	N
SE755805-166704	Aureluoppal	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
