EU_CD Vatten	Namn Vatten	Huvudavrinningsområde	Län	Kommun(er)	Myndighet	Distrikt	Åtgärdsområde	Vattenkategori	Vattnet är vattenförekomst/övrigt vatten	Tillkomst/härkomst	Vattentyp - Vattendrag	Vattenkategori	Limnisk ekoregion/Kustvattentyp	Avrinningsområde	Färg (Humus)	Bakgrundsalkalinitet
SE701326-147627	Näverloktjärnbäcken	Indalsälven - SE40000	Jämtland - 23	Ragunda - 2303	SE2	SE2	Mellan Indalsälven	RW	Vattenförekomst	NV(F)	V2LNY	V	2	L	N	Y
SE701334-144106	Semsån	Indalsälven - SE40000	Jämtland - 23	Krokom - 2309, Östersund - 2380	SE2	SE2	Storsjöbygden	RW	Vattenförekomst	NV(F)	V2LNY	V	2	L	N	Y
SE701344-133612	SE701344-133612	Indalsälven - SE40000	Jämtland - 23	Åre - 2321	SE2	SE2	Övre Indalsälven	RW	Vattenförekomst	NV(F)	V1SNN	V	1	S	N	N
SE701425-161594	Hinnsjöån	Nätraån - SE37000	Västernorrland - 22	Örnsköldsvik - 2284	SE2	SE2	Norra Ångermanland	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE701434-161366	Hinnsjöån	Nätraån - SE37000	Västernorrland - 22	Örnsköldsvik - 2284	SE2	SE2	Norra Ångermanland	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE701436-155825	SE701436-155825	Ångermanälven - SE38000	Västernorrland - 22	Sollefteå - 2283	SE2	SE2	Nedre Ångermanälven	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE701436-161243	Hinnsjöån	Nätraån - SE37000	Västernorrland - 22	Örnsköldsvik - 2284	SE2	SE2	Norra Ångermanland	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE701526-146576	Svarttjärnbäcken	Indalsälven - SE40000	Jämtland - 23	Östersund - 2380	SE2	SE2	Mellan Indalsälven	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE701529-149116	Båtsmansbäcken	Indalsälven - SE40000	Jämtland - 23	Ragunda - 2303	SE2	SE2	Mellan Indalsälven	RW	Vattenförekomst	NV(F)	V2SNY	V	2	S	N	Y
SE701531-146736	Sännån	Indalsälven - SE40000	Jämtland - 23	Östersund - 2380	SE2	SE2	Mellan Indalsälven	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE701547-133413	Västerån	Indalsälven - SE40000	Jämtland - 23	Åre - 2321	SE2	SE2	Övre Indalsälven	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE701563-148818	stamnbäcken	Indalsälven - SE40000	Jämtland - 23	Ragunda - 2303	SE2	SE2	Mellan Indalsälven	RW	Vattenförekomst	NV(F)	V2LNY	V	2	L	N	Y
SE701623-136883	SE701623-136883	Indalsälven - SE40000	Jämtland - 23	Åre - 2321	SE2	SE2	Övre Indalsälven	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE701623-148087	Kyrkbäcken	Indalsälven - SE40000	Jämtland - 23	Ragunda - 2303	SE2	SE2	Mellan Indalsälven	RW	Vattenförekomst	NV(F)	V2LNY	V	2	L	N	Y
SE701638-157675	Strinneån	Ångermanälven - SE38000	Västernorrland - 22	Sollefteå - 2283	SE2	SE2	Nedre Ångermanälven	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE701641-131289	SE701641-131289	Indalsälven - SE40000	Jämtland - 23	Åre - 2321	SE2	SE2	Övre Indalsälven	RW	Vattenförekomst	NV(F)	V2SNN	V	2	S	N	N
SE701695-164154	Utbyån	Kustområde - SE36037	Västernorrland - 22	Örnsköldsvik - 2284	SE2	SE2	Norra Ångermanland	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE701697-157820	Strinneån	Ångermanälven - SE38000	Västernorrland - 22	Sollefteå - 2283	SE2	SE2	Nedre Ångermanälven	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE701700-144994	Mårtenbäcken	Indalsälven - SE40000	Jämtland - 23	Östersund - 2380	SE2	SE2	Mellan Indalsälven	RW	Vattenförekomst	NV(F)	V2SYY	V	2	S	Y	Y
SE701707-139605	Storbodströmmen	Indalsälven - SE40000	Jämtland - 23	Åre - 2321	SE2	SE2	Övre Indalsälven	RW	Vattenförekomst	KMV(F)	V2LNN	V	2	L	N	N
SE701797-151100	Färsån	Indalsälven - SE40000	Jämtland - 23	Ragunda - 2303	SE2	SE2	Norra indalsälven	RW	Vattenförekomst	NV(F)	V2LYN	V	2	L	Y	N
SE701815-157971	Strinneån	Ångermanälven - SE38000	Västernorrland - 22	Sollefteå - 2283	SE2	SE2	Nedre Ångermanälven	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE701893-144070	SE701893-144070	Indalsälven - SE40000	Jämtland - 23	Krokom - 2309	SE2	SE2	Mellan Indalsälven	RW	Vattenförekomst	NV(F)	V2SNY	V	2	S	N	Y
SE701900-161944	Grätnäsån	Nätraån - SE37000	Västernorrland - 22	Örnsköldsvik - 2284	SE2	SE2	Norra Ångermanland	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE701947-141169	Drafsjöbäcken	Indalsälven - SE40000	Jämtland - 23	Åre - 2321	SE2	SE2	Storsjöbygden	RW	Vattenförekomst	NV(F)	V2LNY	V	2	L	N	Y
SE701950-131250	Rekån	Indalsälven - SE40000	Jämtland - 23	Åre - 2321	SE2	SE2	Övre Indalsälven	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE701954-165639	Burebäcken	Kustområde - SE34035	Västernorrland - 22	Örnsköldsvik - 2284	SE2	SE2	Norra Ångermanland	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE701955-144078	Granbobäcken	Indalsälven - SE40000	Jämtland - 23	Krokom - 2309	SE2	SE2	Mellan Indalsälven	RW	Vattenförekomst	NV(F)	V2SNY	V	2	S	N	Y
SE702055-161067	Grätnäsån	Nätraån - SE37000	Västernorrland - 22	Örnsköldsvik - 2284	SE2	SE2	Norra Ångermanland	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE702058-154413	Faxälven	Ångermanälven - SE38000	Västernorrland - 22	Sollefteå - 2283	SE2	SE2	Nedre Ångermanälven	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE702067-140396	Mörtån	Indalsälven - SE40000	Jämtland - 23	Åre - 2321	SE2	SE2	Storsjöbygden	RW	Vattenförekomst	NV(F)	V2LNY	V	2	L	N	Y
SE702076-151269	Gilleran	Indalsälven - SE40000	Jämtland - 23	Ragunda - 2303	SE2	SE2	Mellan Indalsälven	RW	Vattenförekomst	NV(F)	V2LYN	V	2	L	Y	N
SE702151-146336	SE702151-146336	Indalsälven - SE40000	Jämtland - 23	Östersund - 2380	SE2	SE2	Mellan Indalsälven	RW	Vattenförekomst	NV(F)	V2SNY	V	2	S	N	Y
SE702160-130987	SE702160-130987	Indalsälven - SE40000	Jämtland - 23	Åre - 2321	SE2	SE2	Övre Indalsälven	RW	Vattenförekomst	NV(F)	V2SNN	V	2	S	N	N
SE702166-148694	Flodalsbäcken	Indalsälven - SE40000	Jämtland - 23	Ragunda - 2303, Östersund - 2380	SE2	SE2	Norra indalsälven	RW	Vattenförekomst	NV(F)	V2LNY	V	2	L	N	Y
SE702168-144045	Granbobäcken	Indalsälven - SE40000	Jämtland - 23	Krokom - 2309	SE2	SE2	Mellan Indalsälven	RW	Vattenförekomst	NV(F)	V2LNY	V	2	L	N	Y
SE702228-158302	Björkån	Ångermanälven - SE38000	Västernorrland - 22	Sollefteå - 2283	SE2	SE2	Nedre Ångermanälven	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE702229-162478	Nätraån	Nätraån - SE37000	Västernorrland - 22	Örnsköldsvik - 2284	SE2	SE2	Norra Ångermanland	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE702285-131126	Rekån	Indalsälven - SE40000	Jämtland - 23	Åre - 2321	SE2	SE2	Övre Indalsälven	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE702286-146008	Klubbäcken	Indalsälven - SE40000	Jämtland - 23	Östersund - 2380	SE2	SE2	Mellan Indalsälven	RW	Vattenförekomst	NV(F)	V2LYY	V	2	L	Y	Y
SE702300-162477	Nätraån	Nätraån - SE37000	Västernorrland - 22	Örnsköldsvik - 2284	SE2	SE2	Norra Ångermanland	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE702306-132589	Brattåsbäcken	Indalsälven - SE40000	Jämtland - 23	Åre - 2321	SE2	SE2	Övre Indalsälven	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE702366-160179	Sörån	Nätraån - SE37000	Västernorrland - 22	Örnsköldsvik - 2284	SE2	SE2	Norra Ångermanland	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE702371-143220	Indalsälven	Indalsälven - SE40000	Jämtland - 23	Krokom - 2309	SE2	SE2	Storsjöbygden	RW	Vattenförekomst	NV(F)	V2LNY	V	2	L	N	Y
SE702375-156762	Bodvillån	Ångermanälven - SE38000	Västernorrland - 22	Sollefteå - 2283	SE2	SE2	Nedre Ångermanälven	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE702382-156843	Bodvillån	Ångermanälven - SE38000	Västernorrland - 22	Sollefteå - 2283	SE2	SE2	Nedre Ångermanälven	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE702442-156539	Ångermanälven	Ångermanälven - SE38000	Västernorrland - 22	Sollefteå - 2283	SE2	SE2	Nedre Ångermanälven	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE702444-143862	Indalsälven	Indalsälven - SE40000	Jämtland - 23	Krokom - 2309	SE2	SE2	Mellan Indalsälven	RW	Vattenförekomst	KMV(F)	V2LNY	V	2	L	N	Y
SE702445-141760	Ytterån	Indalsälven - SE40000	Jämtland - 23	Krokom - 2309	SE2	SE2	Norra indalsälven	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE702445-156797	SE702445-156797	Ångermanälven - SE38000	Västernorrland - 22	Sollefteå - 2283	SE2	SE2	Nedre Ångermanälven	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE702503-158714	Tväjsjöbäcken	Ångermanälven - SE38000	Västernorrland - 22	Sollefteå - 2283, Örnsköldsvik - 2284	SE2	SE2	Nedre Ångermanälven	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE702509-154824	Gröningsån	Ångermanälven - SE38000	Västernorrland - 22	Sollefteå - 2283	SE2	SE2	Nedre Ångermanälven	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE702511-159782	Sörån	Nätraån - SE37000	Västernorrland - 22	Örnsköldsvik - 2284	SE2	SE2	Norra Ångermanland	RW	Vattenförekomst	NV(F)	V2SYN	V	2	S	Y	N
SE702518-164947	Strömsån	Kustområde - SE35036	Västernorrland - 22	Örnsköldsvik - 2284	SE2	SE2	Norra Ångermanland	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE702554-161972	SE702554-161972	Nätraån - SE37000	Västernorrland - 22	Örnsköldsvik - 2284	SE2	SE2	Norra Ångermanland	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE702560-143312	Indalsälven	Indalsälven - SE40000	Jämtland - 23	Krokom - 2309	SE2	SE2	Storsjöbygden	RW	Vattenförekomst	KMV(F)	V2LNY	V	2	L	N	Y
SE702561-160420	Gröningsbäcken	Nätraån - SE37000	Västernorrland - 22	Örnsköldsvik - 2284	SE2	SE2	Norra Ångermanland	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE702564-158246	Stämmaåmyrbäcken	Ångermanälven - SE38000	Västernorrland - 22	Sollefteå - 2283	SE2	SE2	Nedre Ångermanälven	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE702648-142508	SE702648-142508	Indalsälven - SE40000	Jämtland - 23	Krokom - 2309	SE2	SE2	Norra indalsälven	RW	Vattenförekomst	NV(F)	V2SNY	V	2	S	N	Y
SE702651-133362	Kvarnbäcken	Indalsälven - SE40000	Jämtland - 23	Åre - 2321	SE2	SE2	Övre Indalsälven	RW	Vattenförekomst	NV(F)	V2SNN	V	2	S	N	N
SE702653-164914	Farestaån	Kustområde - SE35036	Västernorrland - 22	Örnsköldsvik - 2284	SE2	SE2	Norra Ångermanland	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE702668-132182	Visjöån	Indalsälven - SE40000	Jämtland - 23	Åre - 2321	SE2	SE2	Övre Indalsälven	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE702670-145298	Hårkan	Indalsälven - SE40000	Jämtland - 23	Östersund - 2380	SE2	SE2	Norra indalsälven	RW	Vattenförekomst	NV(F)	V2LYY	V	2	L	Y	Y
SE702730-158672	SE702730-158672	Ångermanälven - SE38000	Västernorrland - 22	Örnsköldsvik - 2284	SE2	SE2	Nedre Ångermanälven	RW	Vattenförekomst	NV(F)	V2SYN	V	2	S	Y	N
SE702733-161452	Nätraån	Nätraån - SE37000	Västernorrland - 22	Örnsköldsvik - 2284	SE2	SE2	Norra Ångermanland	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE702740-158267	Rävsjöån	Ångermanälven - SE38000	Västernorrland - 22	Sollefteå - 2283	SE2	SE2	Nedre Ångermanälven	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE702742-142183	Ytterån	Indalsälven - SE40000	Jämtland - 23	Krokom - 2309	SE2	SE2	Norra indalsälven	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE702790-158429	SE702790-158429	Ångermanälven - SE38000	Västernorrland - 22	Örnsköldsvik - 2284	SE2	SE2	Nedre Ångermanälven	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE702813-158209	Rävsjöån	Ångermanälven - SE38000	Västernorrland - 22	Sollefteå - 2283	SE2	SE2	Nedre Ångermanälven	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE702818-135803	Henån	Indalsälven - SE40000	Jämtland - 23	Åre - 2321	SE2	SE2	Övre Indalsälven	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE702822-162971	Noretbäcken	Nätraån - SE37000	Västernorrland - 22	Örnsköldsvik - 2284	SE2	SE2	Norra Ångermanland	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE702883-131793	SE702883-131793	Indalsälven - SE40000	Jämtland - 23	Åre - 2321	SE2	SE2	Övre Indalsälven	RW	Vattenförekomst	NV(F)	V2SNN	V	2	S	N	N
SE702883-154613	Gröningsån	Ångermanälven - SE38000	Västernorrland - 22	Sollefteå - 2283	SE2	SE2	Nedre Ångermanälven	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE702890-166285	Flärkån	Kustområde - SE34035	Västernorrland - 22	Örnsköldsvik - 2284	SE2	SE2	Norra Ångermanland	RW	Vattenförekomst	NV(F)	V3SNN	V	3	S	N	N
SE702970-157272	Björkån	Ångermanälven - SE38000	Västernorrland - 22	Sollefteå - 2283	SE2	SE2	Nedre Ångermanälven	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE702970-166597	Gideälven	Gideälven - SE34000	Västernorrland - 22	Örnsköldsvik - 2284	SE2	SE2	Norra Ångermanland	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE702988-152917	Davidbäcken	Ångermanälven - SE38000	Västernorrland - 22	Sollefteå - 2283	SE2	SE2	Nedre Ångermanälven	RW	Vattenförekomst	NV(F)	V2SYN	V	2	S	Y	N
SE703001-149786	Laxsjöbäcken	Indalsälven - SE40000	Jämtland - 23	Ragunda - 2303	SE2	SE2	Norra indalsälven	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE703103-159462	Glöggbäcken	Nätraån - SE37000	Västernorrland - 22	Örnsköldsvik - 2284	SE2	SE2	Norra Ångermanland	RW	Vattenförekomst	NV(F)	V2SYN	V	2	S	Y	N
SE703108-134565	Lillån	Indalsälven - SE40000	Jämtland - 23	Åre - 2321	SE2	SE2	Övre Indalsälven	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE703115-146290	Örån	Indalsälven - SE40000	Jämtland - 23	Östersund - 2380	SE2	SE2	Mellan Indalsälven	RW	Vattenförekomst	NV(F)	V2LYY	V	2	L	Y	Y
SE703179-144115	SE703179-144115	Indalsälven - SE40000	Jämtland - 23	Östersund - 2380	SE2	SE2	Norra indalsälven	RW	Vattenförekomst	NV(F)	V2SNY	V	2	S	N	Y
SE703182-157544	Finnkvarnbäcken	Ångermanälven - SE38000	Västernorrland - 22	Sollefteå - 2283	SE2	SE2	Nedre Ångermanälven	RW	Vattenförekomst	NV(F)	V2SYN	V	2	S	Y	N
SE703186-158436	Rocksjöån	Nätraån - SE37000	Västernorrland - 22	Örnsköldsvik - 2284	SE2	SE2	Norra Ångermanland	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE703253-153750	Faxälven	Ångermanälven - SE38000	Västernorrland - 22	Sollefteå - 2283	SE2	SE2	Nedre Ångermanälven	RW	Vattenförekomst	KMV(F)	V3LYN	V	3	L	Y	N
SE703254-144481	SE703254-144481	Indalsälven - SE40000	Jämtland - 23	Östersund - 2380	SE2	SE2	Norra indalsälven	RW	Vattenförekomst	NV(F)	V2LNY	V	2	L	N	Y
SE703256-140244	Slåtteån	Indalsälven - SE40000	Jämtland - 23	Krokom - 2309	SE2	SE2	Norra indalsälven	RW	Vattenförekomst	NV(F)	V2LNY	V	2	L	N	Y
SE703258-152448	Lill-Lungnan	Ångermanälven - SE38000	Västernorrland - 22	Sollefteå - 2283	SE2	SE2	Nedre Ångermanälven	RW	Vattenförekomst	NV(F)	V2SYN	V	2	S	Y	N
SE703272-157227	Björkån	Ångermanälven - SE38000	Västernorrland - 22	Sollefteå - 2283	SE2	SE2	Nedre Ångermanälven	RW	Vattenförekomst	NV(F)	V2SYN	V	2	S	Y	N
SE703325-159563	Risbäcken	Nätraån - SE37000	Västernorrland - 22	Örnsköldsvik - 2284	SE2	SE2	Norra Ångermanland	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE703325-163224	Moälven	Moälven - SE36000	Västernorrland - 22	Örnsköldsvik - 2284	SE2	SE2	Norra Ångermanland	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE703327-159168	Kvarnbäcken	Nätraån - SE37000	Västernorrland - 22	Örnsköldsvik - 2284	SE2	SE2	Norra Ångermanland	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE703377-161932	Galasjöån	Moälven - SE36000	Västernorrland - 22	Örnsköldsvik - 2284	SE2	SE2	Norra Ångermanland	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE703378-158408	Nätraån	Nätraån - SE37000	Västernorrland - 22	Örnsköldsvik - 2284	SE2	SE2	Norra Ångermanland	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE703380-156152	Tjålmsjöån	Ångermanälven - SE38000	Västernorrland - 22	Sollefteå - 2283	SE2	SE2	Nedre Ångermanälven	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE703385-140025	Kluksån	Indalsälven - SE40000	Jämtland - 23	Krokom - 2309	SE2	SE2	Norra indalsälven	RW	Vattenförekomst	NV(F)	V2LNY	V	2	L	N	Y
SE703451-132678	Visjöån	Indalsälven - SE40000	Jämtland - 23	Åre - 2321	SE2	SE2	Övre Indalsälven	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE703451-165020	Idbyån	Idbyån - SE35000	Västernorrland - 22	Örnsköldsvik - 2284	SE2	SE2	Norra Ångermanland	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE703552-135512	Mångån	Indalsälven - SE40000	Jämtland - 23	Åre - 2321	SE2	SE2	Övre Indalsälven	RW	Vattenförekomst	NV(F)	V2SNN	V	2	S	N	N
SE703559-136441	SE703559-136441	Indalsälven - SE40000	Jämtland - 23	Åre - 2321	SE2	SE2	Övre Indalsälven	RW	Vattenförekomst	NV(F)	V2SNN	V	2	S	N	N
SE703563-158455	Nätraån	Nätraån - SE37000	Västernorrland - 22	Örnsköldsvik - 2284	SE2	SE2	Norra Ångermanland	RW	Vattenförekomst	NV(F)	V2SYN	V	2	S	Y	N
SE703640-143747	Stenbäcken	Indalsälven - SE40000	Jämtland - 23	Krokom - 2309, Östersund - 2380	SE2	SE2	Norra indalsälven	RW	Vattenförekomst	NV(F)	V2SNY	V	2	S	N	Y
SE703648-133186	Hällån	Indalsälven - SE40000	Jämtland - 23	Åre - 2321	SE2	SE2	Övre Indalsälven	RW	Vattenförekomst	NV(F)	V2SNN	V	2	S	N	N
SE703654-156291	Tjålmsjöån	Ångermanälven - SE38000	Västernorrland - 22	Sollefteå - 2283	SE2	SE2	Nedre Ångermanälven	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE703658-163516	Forsån	Moälven - SE36000	Västernorrland - 22	Örnsköldsvik - 2284	SE2	SE2	Norra Ångermanland	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE703716-157949	Grundvattån	Nätraån - SE37000	Västernorrland - 22	Sollefteå - 2283, Örnsköldsvik - 2284	SE2	SE2	Norra Ångermanland	RW	Vattenförekomst	NV(F)	V2SYN	V	2	S	Y	N
SE703719-147941	Halån	Indalsälven - SE40000	Jämtland - 23	Strömsund - 2313	SE2	SE2	Norra indalsälven	RW	Vattenförekomst	NV(F)	V2LNY	V	2	L	N	Y
SE703730-155397	Ångermanälven	Ångermanälven - SE38000	Västernorrland - 22	Sollefteå - 2283	SE2	SE2	Nedre Ångermanälven	RW	Vattenförekomst	KMV(F)	V3LYN	V	3	L	Y	N
SE703789-141158	Skalbäcken	Indalsälven - SE40000	Jämtland - 23	Krokom - 2309	SE2	SE2	Norra indalsälven	RW	Vattenförekomst	NV(F)	V2SNY	V	2	S	N	Y
SE703797-132311	SE703797-132311	Indalsälven - SE40000	Jämtland - 23	Åre - 2321	SE2	SE2	Övre Indalsälven	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE703797-162923	Moälven	Moälven - SE36000	Västernorrland - 22	Örnsköldsvik - 2284	SE2	SE2	Norra Ångermanland	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE703872-163258	SE703872-163258	Moälven - SE36000	Västernorrland - 22	Örnsköldsvik - 2284	SE2	SE2	Norra Ångermanland	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE703886-166997	Fanbybäcken	Kustområde - SE32033	Västernorrland - 22	Örnsköldsvik - 2284	SE2	SE2	Norra Ångermanland	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE703892-134012	Bäverbäcken	Indalsälven - SE40000	Jämtland - 23	Åre - 2321	SE2	SE2	Övre Indalsälven	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE703895-159760	SE703895-159760	Nätraån - SE37000	Västernorrland - 22	Örnsköldsvik - 2284	SE2	SE2	Norra Ångermanland	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE703972-161472	Södra Anundsjöån	Moälven - SE36000	Västernorrland - 22	Örnsköldsvik - 2284	SE2	SE2	Norra Ångermanland	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE703973-137246	Bodbäcken	Indalsälven - SE40000	Jämtland - 23	Åre - 2321	SE2	SE2	Övre Indalsälven	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE704028-160512	SE704028-160512	Moälven - SE36000	Västernorrland - 22	Örnsköldsvik - 2284	SE2	SE2	Norra Ångermanland	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE704029-147443	Bodbäcken & Flakaflodbäcken	Indalsälven - SE40000	Jämtland - 23	Strömsund - 2313	SE2	SE2	Norra indalsälven	RW	Vattenförekomst	NV(F)	V2LYY	V	2	L	Y	Y
SE704030-157842	Nätraån	Nätraån - SE37000	Västernorrland - 22	Sollefteå - 2283	SE2	SE2	Norra Ångermanland	RW	Vattenförekomst	NV(F)	V2SYN	V	2	S	Y	N
SE704103-159132	Hällån	Moälven - SE36000	Västernorrland - 22	Örnsköldsvik - 2284	SE2	SE2	Norra Ångermanland	RW	Vattenförekomst	NV(F)	V2SYN	V	2	S	Y	N
SE704105-134710	Tännforsen	Indalsälven - SE40000	Jämtland - 23	Åre - 2321	SE2	SE2	Övre Indalsälven	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE704107-160972	Södra Anundsjöån	Moälven - SE36000	Västernorrland - 22	Örnsköldsvik - 2284	SE2	SE2	Norra Ångermanland	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE704111-154616	Fjällsjöälven	Ångermanälven - SE38000	Västernorrland - 22	Sollefteå - 2283	SE2	SE2	Nedre Ångermanälven;Ström	RW	Vattenförekomst	KMV(F)	V3LYN	V	3	L	Y	N
SE704165-135085	Bölesån	Indalsälven - SE40000	Jämtland - 23	Åre - 2321	SE2	SE2	Övre Indalsälven	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE704175-155137	Ångermanälven	Ångermanälven - SE38000	Västernorrland - 22	Sollefteå - 2283	SE2	SE2	Nedre Ångermanälven	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE704244-147070	Sågån	Indalsälven - SE40000	Jämtland - 23	Strömsund - 2313	SE2	SE2	Norra indalsälven	RW	Vattenförekomst	NV(F)	V2LYY	V	2	L	Y	Y
SE704332-148658	Mörtsjöbäcken	Indalsälven - SE40000	Jämtland - 23	Strömsund - 2313	SE2	SE2	Norra indalsälven	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE704347-141151	SE704347-141151	Indalsälven - SE40000	Jämtland - 23	Krokom - 2309	SE2	SE2	Norra indalsälven	RW	Vattenförekomst	NV(F)	V2SNN	V	2	S	N	N
SE704349-160383	Degerbäcken	Moälven - SE36000	Västernorrland - 22	Örnsköldsvik - 2284	SE2	SE2	Norra Ångermanland	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE704395-135001	Mellanån	Indalsälven - SE40000	Jämtland - 23	Åre - 2321	SE2	SE2	Övre Indalsälven	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE704406-162712	Pålbäcken	Moälven - SE36000	Västernorrland - 22	Örnsköldsvik - 2284	SE2	SE2	Norra Ångermanland	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE704423-156218	Vigdan	Ångermanälven - SE38000	Västernorrland - 22	Sollefteå - 2283	SE2	SE2	Nedre Ångermanälven	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE704487-155028	Ångermanälven	Ångermanälven - SE38000	Västernorrland - 22	Sollefteå - 2283	SE2	SE2	Nedre Ångermanälven	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE704491-135985	Husåbäcken	Indalsälven - SE40000	Jämtland - 23	Åre - 2321	SE2	SE2	Övre Indalsälven	RW	Vattenförekomst	NV(F)	V2LNN	V	2	L	N	N
SE704492-143356	Kvarnbäcken	Indalsälven - SE40000	Jämtland - 23	Krokom - 2309	SE2	SE2	Norra indalsälven	RW	Vattenförekomst	NV(F)	V2LNY	V	2	L	N	Y
